# STEP 			 x 			 y 			 z
     398     5.91509    -19.0998    -12.8237
     399     6.67537    -18.9385    -12.1945
     400     6.83214    -18.8427    -11.2115
     401     6.88255    -18.8796    -12.2095
     402     6.25467    -18.1423    -12.4587
     403     7.15736    -17.9481    -12.0746
     404     6.97266    -17.9444    -11.0919
     405     6.95782    -17.9418     -10.092
     406     7.63813    -17.4598    -9.53982
     407     7.61711    -16.4665    -9.65308
     408     7.05151     -15.785    -10.1176
     409     6.89327    -14.8415    -10.4087
     410     6.11946    -14.4261    -10.8868
     411     6.89636    -14.7235    -11.4418
     412     7.50146    -14.6405    -12.2336
     413     8.15841    -14.5125    -12.9766
     414     8.07877    -13.8282    -13.7014
     415     8.85983    -13.3538    -14.1075
     416     8.85119    -12.8543    -14.9738
     417     9.75247    -13.2619    -15.1206
     418     8.89246    -13.5867    -15.5141
     419     8.60729    -12.7898    -14.9817
     420     8.81186    -12.7059     -15.957
     421     9.12389    -12.0948    -15.2295
     422     8.93422    -13.0036    -15.6013
     423     9.30621    -13.2956    -14.7202
     424     9.49916    -13.9434    -13.9832
     425     9.66555    -14.9015    -13.7503
     426     10.5546    -14.5912    -13.4137
     427     10.7491    -14.3683     -14.369
     428     11.1806    -13.4969    -14.1358
     429     10.8139    -12.8905    -14.8413
     430     11.6951     -13.104     -15.263
     431     11.8354    -13.5208    -14.3649
     432     12.7735    -13.7721    -14.1263
     433     12.5218    -14.1236     -15.028
     434     12.4677    -14.1836    -16.0247
     435     12.9442    -14.8329     -15.432
     436     12.1526    -15.4037    -15.6498
     437     12.1914    -15.4517    -16.6479
     438     12.6487    -16.3352    -16.5462
     439     12.6832    -15.5051    -15.9896
     440     12.8773    -15.6838     -15.025
     441     12.3776    -16.5121    -14.7719
     442     12.3269    -16.4947    -15.7704
     443     12.0355    -16.5169    -14.8141
     444     12.5947    -16.6067      -13.99
     445      11.957    -17.3143    -13.6858
     446     11.6189    -17.5468    -12.7738
     447     11.8145     -16.678     -12.319
     448     12.2634    -15.8499    -12.6548
     449     12.4783    -15.4611    -11.7588
     450     13.2199    -14.8558    -11.4696
     451     12.7876    -13.9773     -11.673
     452     12.8236    -14.4472     -10.791
     453     12.2113     -13.868    -10.2529
     454     12.3948    -14.2097    -11.1747
     455      12.139    -13.3049    -10.8343
     456     12.3942    -13.9691    -10.1316
     457     12.1625    -13.6564    -9.21046
     458     12.1641    -14.2992    -9.97649
     459     12.4498    -14.5307    -9.04652
     460      11.905    -13.7644    -8.70582
     461       12.39    -13.2278     -9.3963
     462     11.6974    -13.5391    -10.0469
     463     11.6456    -13.5651    -9.04862
     464     11.4071     -14.315    -8.43162
     465     11.3189    -14.4496    -9.41858
     466     12.0786    -14.5002    -10.0669
     467     12.6435    -15.1761    -10.5401
     468     12.7328    -16.1683    -10.4524
     469     13.0121     -16.985    -9.94754
     470     13.5781    -17.7342    -9.60355
     471     13.9481    -18.5885    -9.96875
     472     14.3375    -18.3203    -9.08759
     473     14.3416    -18.1077    -10.0647
     474     14.3436    -18.0909    -9.06486
     475     14.9952    -17.7227    -8.40165
     476     14.0769    -17.4078    -8.16171
     477     14.8728    -17.4473    -8.76595
     478     14.8928    -16.4509    -8.84935
     479     14.6782    -17.2235    -9.44688
     480     14.8459    -17.5529    -10.3761
     481     14.7885     -17.432    -11.3671
     482     14.7883    -18.2353    -10.7715
     483     15.3989    -17.4901    -10.5035
     484     16.1479    -17.0297    -10.0271
     485     16.3823    -17.4056    -10.9237
     486     15.6978    -16.8197    -11.3575
     487     16.3047    -16.0673    -11.6133
     488     16.6905     -16.592    -10.8545
     489      16.649    -16.5719    -11.8534
     490     16.1276    -16.7019    -12.6968
     491     16.2337     -15.727    -12.5013
     492     16.5567    -15.8712    -13.4367
     493     16.9088     -14.953    -13.6184
     494     17.7466    -14.4089    -13.6639
     495     17.7141     -14.309    -14.6583
     496     17.2725    -14.2705    -13.7619
     497     17.5351     -13.845     -14.628
     498     17.2607    -14.3864    -15.4227
     499     17.9838    -14.7791    -15.9909
     500     17.5387    -14.9241    -15.1072
     501     17.5147    -14.1026    -14.5376
     502     17.7627    -14.1298     -15.506
     503     17.4511    -13.8346    -16.4092
     504     17.5676    -13.6967    -17.3927
     505     16.9703    -13.4022    -18.1387
     506     16.4185    -13.2959    -18.9658
     507     15.8481    -12.8129    -18.3015
     508      15.822    -12.8037    -19.3011
     509     16.2199    -12.1148    -18.6952
     510     16.3094    -12.0388    -19.6883
     511     15.5985    -12.2106    -19.0064
     512     15.5461    -12.1666    -20.0041
     513     15.6529    -11.9739    -20.9795
     514     15.3044    -11.5283    -20.1549
     515     14.8631    -10.8006    -19.6298
     516     13.9125     -10.703    -19.3351
     517     14.8698    -10.8431     -19.588
     518     15.2542    -11.1233    -20.4676
     519     15.0409    -11.5522    -19.5899
     520     14.6354    -10.7018    -19.2546
     521     14.5655    -11.0654    -18.3256
     522     14.1185    -11.3513    -19.1733
     523     14.5781    -11.1514    -20.0386
     524     14.9232    -11.8875    -19.4563
     525      14.962    -11.9079    -18.4573
     526     14.8626    -12.2662    -19.3856
     527       15.16    -12.1792    -18.4348
     528     15.2715    -12.7256    -17.6048
     529     15.0863    -13.3379    -16.8361
     530     15.5529    -12.5599    -17.2569
     531     16.0451    -12.2446    -16.4455
     532     16.1314    -12.3488    -17.4363
     533       15.89    -12.4522    -18.4012
     534     16.1348    -13.1159    -17.6944
     535     15.2192    -13.5143    -17.6393
     536     15.2494    -13.4886    -18.6385
     537     16.2325    -13.4177    -18.8074
     538     16.4558    -13.8149    -19.6975
     539     15.4792    -13.6337    -19.5819
     540     16.0421    -14.2681    -20.1117
     541     16.2873    -14.6666    -19.2279
     542     16.7695    -15.3556    -18.6868
     543      15.825    -15.4943    -18.3891
     544     16.3855    -15.0595    -19.0939
     545     15.5299    -14.8415    -18.6244
     546     15.5478    -15.4397    -19.4255
     547     16.3904    -15.3373    -18.8969
     548     16.5559     -14.945    -19.8017
     549     15.8333    -15.5847    -19.5398
     550     16.0876    -15.4653    -18.5801
     551     16.4872    -15.0466    -17.7646
     552     16.3865     -14.859    -16.7876
     553     16.4378    -14.7814    -15.7919
     554     16.7741    -15.4768    -16.4269
     555     16.1422    -15.1032     -17.106
     556     16.8749    -14.4825    -17.3854
     557     16.8945    -15.4749    -17.5071
     558     17.2836    -14.8573    -18.1906
     559     18.0456    -14.2111    -18.1479
     560     17.9839    -14.1835    -17.1502
     561     18.3301      -15.12    -17.0932
     562     18.5782    -15.6238    -17.9207
     563      17.932    -15.7993     -17.178
     564     18.9164    -15.9542    -17.2609
     565     18.9312    -15.9999    -16.2621
     566      18.815    -15.6957    -17.2076
     567     19.6279    -16.2425    -17.0067
     568     19.7236     -16.521    -16.0511
     569     19.5422    -15.7489    -16.6602
     570       19.65    -15.4874     -15.701
     571     19.6594    -15.6245    -16.6915
     572      19.691    -15.2129    -15.7807
     573     19.5311    -15.1992    -16.7678
     574      20.242     -14.522    -16.5778
     575     20.9517    -14.8668    -17.1921
     576     21.2437    -15.6028    -17.8028
     577     20.6479    -16.3181    -17.4374
     578     20.6693    -16.5759    -16.4715
     579     20.7504    -17.2439    -15.7318
     580      20.732    -17.6171    -14.8042
     581     21.0221    -16.7048    -15.0932
     582     21.4289    -17.6165    -15.0355
     583     22.1045    -17.5442    -14.3018
     584     22.7571    -17.9986    -13.6954
     585     22.7972    -18.6425    -12.9313
     586     22.4557    -18.3897     -12.026
     587     22.9289     -18.369    -12.9067
     588     23.8302    -18.1265    -13.2657
     589      24.688    -18.6374    -13.3224
     590     24.6806    -19.3154    -14.0575
     591     24.9984    -19.2919    -13.1096
     592     24.4223    -18.8926    -13.8228
     593     24.4143    -18.9512    -14.8211
     594     25.2386    -18.4142    -14.6422
     595     24.9466    -18.1843    -13.7138
     596     25.5813    -18.1062    -14.4826
     597     26.2314    -18.1513    -13.7241
     598     26.0251    -18.4731    -14.6482
     599     26.2986    -17.5444    -14.8986
     600      26.369    -17.5223    -13.9014
     601     27.1357    -18.1234    -14.1269
     602     26.8553    -17.3047     -14.628
     603     26.9343    -16.6475    -13.8785
     604     26.6734    -16.2604    -12.9941
     605     26.2616    -15.4237    -13.3553
     606     26.0017    -14.9495    -14.1964
     607     26.6756    -14.7698    -13.4798
     608      26.377    -15.0108    -12.5564
     609     25.6737    -15.7217    -12.5658
     610      26.548    -16.2007    -12.6448
     611     25.7203    -16.7458    -12.7783
     612     26.5668    -16.3187    -12.4604
     613     27.4265    -16.1895    -11.9661
     614     27.6393    -15.3974    -12.5382
     615     27.9273    -15.4793    -11.5841
     616     27.4645    -15.5516    -12.4675
     617     27.4671    -15.5583    -13.4675
     618     26.4828    -15.6943    -13.3551
     619      25.635    -16.2146    -13.2528
     620     26.2546     -15.899    -13.9715
     621     26.7609    -15.9339    -14.8331
     622     26.9042    -16.0898    -13.8558
     623     26.1687     -16.361    -13.2349
     624     26.3961    -16.7055    -12.3241
     625     26.7983    -16.9555    -11.4434
     626      26.809    -16.8844    -10.4459
     627     25.8279    -16.8424     -10.257
     628     26.3409    -16.0103    -10.4681
     629     27.2426    -16.2889    -10.1376
     630     27.5624      -16.02    -11.0461
     631     27.6314    -15.7076    -10.0987
     632     28.3362    -15.4234    -10.7486
     633     27.5539    -14.9105    -10.3952
     634     27.5095    -15.1846    -9.43458
     635     27.1239    -15.2424    -10.3555
     636     28.1166    -15.2635    -10.4744
     637     27.7877    -16.1999     -10.352
     638     28.2247    -15.6527    -11.0658
     639      28.466    -16.5462    -11.4447
     640     28.7768    -15.6087    -11.6016
     641      29.586    -15.5692    -11.0156
     642     30.0379    -14.7055     -11.239
     643     30.6335    -15.5084    -11.2144
     644     30.6192    -14.8983    -10.4223
     645      30.634    -15.1784    -11.3821
     646     30.4239    -15.4337    -10.4383
     647     30.4976    -15.8271    -11.3548
     648     30.1115    -15.0335    -10.8845
     649     29.4378    -14.3133    -11.0505
     650     30.1545    -14.2038    -11.7393
     651     30.6278    -13.6134    -12.3931
     652     30.0382    -13.4622    -13.1864
     653     31.0054    -13.2366    -13.3035
     654     30.8305    -13.4012    -14.2743
     655     30.0885    -14.0708     -14.244
     656       29.83     -13.859    -15.1865
     657     29.3623    -14.7381    -15.2788
     658     29.9033    -15.0182    -14.4858
     659     29.9243    -15.1578    -13.4958
     660     29.9578    -15.6769    -12.6417
     661     30.7943    -15.1693     -12.848
     662     31.5387    -14.8611    -13.4403
     663     31.1203    -14.2551    -12.7638
     664     31.6503    -13.4844    -12.4101
     665     31.6302    -13.5331    -13.4087
     666     31.0167    -13.1837     -14.117
     667     30.6385    -14.1094    -14.1245
     668     30.3479     -14.161     -13.169
     669     31.3292    -14.3418    -13.1028
     670     30.5961    -13.9236    -12.5665
     671     30.0967     -13.503     -11.809
     672     30.4566    -13.2728    -10.9049
     673     29.7058    -12.7593    -11.3203
     674     29.3111    -12.7921    -10.4021
     675      29.315     -11.988    -10.9966
     676     28.6455    -12.4627    -10.4252
     677     28.5661    -11.6117    -10.9443
     678     27.6383    -11.8125    -10.6298
     679      27.665    -12.6611    -11.1582
     680     27.6376     -13.109    -12.0518
     681     28.5371     -13.525    -11.9178
     682     27.8936    -13.5784    -11.1542
     683      27.449    -13.5448    -12.0493
     684     27.6617    -13.9028    -12.9585
     685     26.7501    -13.7018     -13.317
     686     27.3735    -13.1506    -12.7624
     687     27.2717    -14.1436    -12.7017
     688     26.6113     -13.453    -12.9967
     689     26.6032    -13.1778    -12.0353
     690     26.1924    -13.7243    -11.3055
     691     25.7058    -13.0079    -11.8054
     692     25.5517     -12.064    -12.0976
     693     26.0114    -11.7021    -11.2867
     694     25.3365    -11.0761    -11.6773
     695     25.4222    -10.2206    -11.1667
     696     25.6495    -9.29855    -10.8534
     697     25.6342    -9.33575    -9.85424
     698     26.5048     -9.4484    -10.3332
     699     26.0019    -8.76903    -9.79885
     700     26.1112    -9.14874    -10.7175
     701     26.0551    -9.15362    -11.7159
     702     26.1029    -9.08826    -12.7126
     703     26.5349    -8.87022    -13.5877
     704     27.4454    -8.71076    -13.2062
     705     27.4405    -8.70864    -14.2062
     706     26.6517    -8.13473    -13.9861
